13261.420898 1021.710788 -547.198540 632.801115 -0.130535 -0.984082 0.120599 -0.977709 0.147948 0.148988 -0.164459 -0.098463 -0.981457
13271.391602 1021.279391 -545.105206 632.702647 -0.125604 -0.984192 0.124856 -0.976657 0.144774 0.158688 -0.174256 -0.102010 -0.979402
13281.362305 1021.884410 -543.828174 632.725504 -0.127342 -0.984329 0.121986 -0.975169 0.146716 0.165892 -0.181189 -0.097832 -0.978570
13291.333008 1022.137603 -542.385483 632.637518 -0.127351 -0.984181 0.123164 -0.973842 0.147630 0.172735 -0.188185 -0.097944 -0.977238
13301.304688 1022.703465 -541.122019 632.573059 -0.125001 -0.984693 0.121471 -0.973187 0.145515 0.178138 -0.193087 -0.095946 -0.976479
13311.275391 1022.008329 -539.818446 632.187688 -0.120988 -0.984162 0.129563 -0.972895 0.143477 0.181352 -0.197070 -0.104110 -0.974846
13321.246094 1022.140678 -539.295106 632.215387 -0.119771 -0.984396 0.128917 -0.973338 0.142015 0.180127 -0.195624 -0.103906 -0.975159
13331.217773 1022.742333 -539.006916 632.299174 -0.123499 -0.984371 0.125544 -0.973444 0.144747 0.177355 -0.192756 -0.100307 -0.976106
13341.188477 1022.916802 -538.452983 632.332983 -0.122856 -0.984613 0.124269 -0.974117 0.143581 0.174585 -0.189742 -0.099603 -0.976769
13351.159180 1023.063396 -538.303719 632.311123 -0.127221 -0.984037 0.124441 -0.974605 0.147328 0.168639 -0.184280 -0.099827 -0.977791
13361.129883 1023.089267 -537.913350 632.325702 -0.130861 -0.983438 0.125397 -0.975020 0.150563 0.163297 -0.179473 -0.100896 -0.978575
13371.101563 1022.641099 -537.547598 632.197576 -0.138503 -0.981891 0.129257 -0.974791 0.158212 0.157329 -0.174930 -0.104208 -0.979051
13381.072266 1023.035828 -536.696872 632.277622 -0.139967 -0.981801 0.128363 -0.975048 0.159228 0.154683 -0.172307 -0.103509 -0.979590
13391.042969 1022.851394 -535.969194 632.246556 -0.148077 -0.980243 0.131136 -0.974274 0.167366 0.150927 -0.169893 -0.105413 -0.979808
13401.014648 1022.643846 -534.707872 632.103716 -0.148068 -0.979583 0.135989 -0.974380 0.168035 0.149491 -0.169290 -0.110370 -0.979367
13410.985352 1022.910387 -533.881746 632.158988 -0.158290 -0.977958 0.136171 -0.972996 0.177956 0.147006 -0.167998 -0.109225 -0.979718
13420.956055 1022.958945 -533.067512 632.301099 -0.168082 -0.976473 0.135091 -0.971694 0.187197 0.144115 -0.166013 -0.107044 -0.980297
13430.927734 1023.092978 -532.033911 632.261155 -0.173181 -0.975467 0.135917 -0.970898 0.192266 0.142797 -0.165426 -0.107232 -0.980375
13440.898438 1024.383019 -531.116059 632.459465 -0.184254 -0.974439 0.128525 -0.968964 0.202011 0.142478 -0.164799 -0.098284 -0.981418
13450.869141 1024.488419 -530.145518 632.509836 -0.185438 -0.974373 0.127323 -0.969037 0.202823 0.140818 -0.163033 -0.097267 -0.981814
13460.840820 1024.409831 -529.093565 632.463631 -0.187526 -0.973842 0.128320 -0.968849 0.204894 0.139104 -0.161757 -0.098238 -0.981929
